                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    184,                0.74686,                0.50121,                0.79425,                      0,                      0,                      0,                      0,                      0,                 267.09,                      0,              0.0003994,              0.0003994,              0.0003994
                    185,                0.73885,                0.48473,                 0.8021,                      0,                      0,                      0,                      0,                      0,                 322.12,                      0,              0.0003961,              0.0003961,              0.0003961
                    186,                0.75333,                0.49784,                0.80546,                      0,                      0,                      0,                      0,                      0,                 308.69,                      0,              0.0003928,              0.0003928,              0.0003928
                    187,                0.75486,                0.50781,                0.80099,                      0,                      0,                      0,                      0,                      0,                 288.38,                      0,              0.0003895,              0.0003895,              0.0003895
                    188,                 0.7455,                0.49236,                0.79839,                      0,                      0,                      0,                      0,                      0,                 281.25,                      0,              0.0003862,              0.0003862,              0.0003862
                    189,                 0.7551,                0.48764,                 0.8074,                      0,                      0,                      0,                      0,                      0,                 295.56,                      0,              0.0003829,              0.0003829,              0.0003829
                    190,                0.77517,                  0.493,                0.80247,                      0,                      0,                      0,                      0,                      0,                 297.38,                      0,              0.0003796,              0.0003796,              0.0003796
                    191,                0.72761,                0.48619,                0.80045,                      0,                      0,                      0,                      0,                      0,                 325.38,                      0,              0.0003763,              0.0003763,              0.0003763
                    192,                0.72178,                0.48245,                0.79302,                      0,                      0,                      0,                      0,                      0,                 310.75,                      0,               0.000373,               0.000373,               0.000373
                    193,                0.74749,                0.50427,                0.80368,                      0,                      0,                      0,                      0,                      0,                 273.12,                      0,              0.0003697,              0.0003697,              0.0003697
                    194,                0.73133,                0.52988,                0.79359,                      0,                      0,                      0,                      0,                      0,                    257,                      0,              0.0003664,              0.0003664,              0.0003664
                    195,                0.76228,                0.49969,                0.80295,                      0,                      0,                      0,                      0,                      0,                 296.56,                      0,              0.0003631,              0.0003631,              0.0003631
                    196,                0.73167,                 0.4971,                0.79828,                      0,                      0,                      0,                      0,                      0,                 339.81,                      0,              0.0003598,              0.0003598,              0.0003598
                    197,                0.74999,                0.49144,                0.79408,                      0,                      0,                      0,                      0,                      0,                 360.44,                      0,              0.0003565,              0.0003565,              0.0003565
                    198,                 0.7755,                0.51907,                0.79306,                      0,                      0,                      0,                      0,                      0,                 329.62,                      0,              0.0003532,              0.0003532,              0.0003532
                    199,                0.71729,                0.47088,                0.80908,                      0,                      0,                      0,                      0,                      0,                 300.69,                      0,              0.0003499,              0.0003499,              0.0003499
                    200,                0.75389,                0.49259,                0.79851,                      0,                      0,                      0,                      0,                      0,                 305.88,                      0,              0.0003466,              0.0003466,              0.0003466
                    201,                0.74438,                0.47392,                0.79888,                      0,                      0,                      0,                      0,                      0,                 340.81,                      0,              0.0003433,              0.0003433,              0.0003433
                    202,                0.73272,                0.49661,                 0.8069,                      0,                      0,                      0,                      0,                      0,                 348.81,                      0,                0.00034,                0.00034,                0.00034
                    203,                0.73831,                 0.4802,                0.80163,                      0,                      0,                      0,                      0,                      0,                 317.31,                      0,              0.0003367,              0.0003367,              0.0003367
                    204,                 0.7174,                0.47908,                0.80888,                      0,                      0,                      0,                      0,                      0,                 299.56,                      0,              0.0003334,              0.0003334,              0.0003334
                    205,                0.72854,                0.48978,                0.79042,                      0,                      0,                      0,                      0,                      0,                 291.19,                      0,              0.0003301,              0.0003301,              0.0003301
                    206,                0.73424,                0.48281,                0.80002,                      0,                      0,                      0,                      0,                      0,                 310.12,                      0,              0.0003268,              0.0003268,              0.0003268
                    207,                0.72753,                0.46703,                0.79824,                      0,                      0,                      0,                      0,                      0,                 319.44,                      0,              0.0003235,              0.0003235,              0.0003235
                    208,                0.74288,                0.49082,                 0.7978,                      0,                      0,                      0,                      0,                      0,                    322,                      0,              0.0003202,              0.0003202,              0.0003202
                    209,                0.75064,                0.49066,                0.80145,                      0,                      0,                      0,                      0,                      0,                 335.06,                      0,              0.0003169,              0.0003169,              0.0003169
                    210,                0.75106,                0.47154,                0.80346,                      0,                      0,                      0,                      0,                      0,                    334,                      0,              0.0003136,              0.0003136,              0.0003136
                    211,                0.71852,                0.45195,                0.79871,                      0,                      0,                      0,                      0,                      0,                 320.69,                      0,              0.0003103,              0.0003103,              0.0003103
                    212,                0.73039,                0.47644,                0.80371,                      0,                      0,                      0,                      0,                      0,                 289.75,                      0,               0.000307,               0.000307,               0.000307
                    213,                0.73108,                0.47037,                0.79657,                      0,                      0,                      0,                      0,                      0,                 275.28,                      0,              0.0003037,              0.0003037,              0.0003037
                    214,                0.75197,                0.47818,                0.79684,                      0,                      0,                      0,                      0,                      0,                 269.59,                      0,              0.0003004,              0.0003004,              0.0003004
                    215,                0.75915,                 0.4754,                 0.8041,                      0,                      0,                      0,                      0,                      0,                 261.69,                      0,              0.0002971,              0.0002971,              0.0002971
                    216,                0.73653,                0.46242,                0.80099,                      0,                      0,                      0,                      0,                      0,                 279.62,                      0,              0.0002938,              0.0002938,              0.0002938
                    217,                0.72952,                0.46251,                 0.8012,                      0,                      0,                      0,                      0,                      0,                 304.25,                      0,              0.0002905,              0.0002905,              0.0002905
                    218,                 0.7175,                0.46407,                0.78618,                      0,                      0,                      0,                      0,                      0,                    314,                      0,              0.0002872,              0.0002872,              0.0002872
                    219,                0.71707,                0.47126,                0.78112,                      0,                      0,                      0,                      0,                      0,                  295.5,                      0,              0.0002839,              0.0002839,              0.0002839
                    220,                0.70101,                0.45802,                0.79534,                      0,                      0,                      0,                      0,                      0,                 280.94,                      0,              0.0002806,              0.0002806,              0.0002806
                    221,                0.73276,                0.49063,                0.79484,                      0,                      0,                      0,                      0,                      0,                 262.41,                      0,              0.0002773,              0.0002773,              0.0002773
                    222,                0.73575,                0.47205,                0.79807,                      0,                      0,                      0,                      0,                      0,                 288.12,                      0,               0.000274,               0.000274,               0.000274
                    223,                0.72633,                0.47104,                0.78704,                      0,                      0,                      0,                      0,                      0,                 310.31,                      0,              0.0002707,              0.0002707,              0.0002707
                    224,                0.71674,                0.45373,                0.79599,                      0,                      0,                      0,                      0,                      0,                 328.69,                      0,              0.0002674,              0.0002674,              0.0002674
                    225,                0.73662,                0.47602,                 0.7949,                      0,                      0,                      0,                      0,                      0,                  331.5,                      0,              0.0002641,              0.0002641,              0.0002641
                    226,                0.73341,                0.46783,                0.79995,                      0,                      0,                      0,                      0,                      0,                 333.06,                      0,              0.0002608,              0.0002608,              0.0002608
                    227,                0.73779,                0.47256,                0.79608,                      0,                      0,                      0,                      0,                      0,                 336.25,                      0,              0.0002575,              0.0002575,              0.0002575
                    228,                0.74485,                0.46337,                 0.8084,                      0,                      0,                      0,                      0,                      0,                 335.06,                      0,              0.0002542,              0.0002542,              0.0002542
                    229,                0.73457,                0.47769,                0.79484,                      0,                      0,                      0,                      0,                      0,                 336.25,                      0,              0.0002509,              0.0002509,              0.0002509
                    230,                0.70741,                0.46375,                0.78837,                      0,                      0,                      0,                      0,                      0,                 341.62,                      0,              0.0002476,              0.0002476,              0.0002476
                    231,                0.72423,                0.45504,                0.79697,                      0,                      0,                      0,                      0,                      0,                 343.25,                      0,              0.0002443,              0.0002443,              0.0002443
                    232,                0.71567,                0.45656,                0.79535,                      0,                      0,                      0,                      0,                      0,                 340.94,                      0,               0.000241,               0.000241,               0.000241
                    233,                0.73312,                0.47573,                0.79067,                      0,                      0,                      0,                      0,                      0,                 308.31,                      0,              0.0002377,              0.0002377,              0.0002377
                    234,                0.72766,                0.47296,                0.79159,                      0,                      0,                      0,                      0,                      0,                 297.62,                      0,              0.0002344,              0.0002344,              0.0002344
                    235,                0.71442,                 0.4568,                0.79986,                      0,                      0,                      0,                      0,                      0,                 300.62,                      0,              0.0002311,              0.0002311,              0.0002311
                    236,                0.70481,                0.45096,                0.79599,                      0,                      0,                      0,                      0,                      0,                 312.69,                      0,              0.0002278,              0.0002278,              0.0002278
                    237,                0.71269,                0.45915,                  0.792,                      0,                      0,                      0,                      0,                      0,                 314.88,                      0,              0.0002245,              0.0002245,              0.0002245
                    238,                0.71621,                0.45499,                0.80116,                      0,                      0,                      0,                      0,                      0,                 312.62,                      0,              0.0002212,              0.0002212,              0.0002212
                    239,                0.71506,                0.44533,                0.80219,                      0,                      0,                      0,                      0,                      0,                 306.25,                      0,              0.0002179,              0.0002179,              0.0002179
                    240,                0.72135,                0.46078,                0.79461,                      0,                      0,                      0,                      0,                      0,                 292.81,                      0,              0.0002146,              0.0002146,              0.0002146
                    241,                 0.7006,                0.46013,                0.79807,                      0,                      0,                      0,                      0,                      0,                 276.31,                      0,              0.0002113,              0.0002113,              0.0002113
                    242,                0.71246,                0.45311,                0.79313,                      0,                      0,                      0,                      0,                      0,                 275.75,                      0,               0.000208,               0.000208,               0.000208
                    243,                0.72666,                0.45639,                0.80046,                      0,                      0,                      0,                      0,                      0,                 288.75,                      0,              0.0002047,              0.0002047,              0.0002047
                    244,                 0.7343,                0.44502,                0.79728,                      0,                      0,                      0,                      0,                      0,                 295.69,                      0,              0.0002014,              0.0002014,              0.0002014
                    245,                0.72156,                0.44286,                0.79634,                      0,                      0,                      0,                      0,                      0,                 293.94,                      0,              0.0001981,              0.0001981,              0.0001981
                    246,                0.69678,                0.45875,                0.79927,                      0,                      0,                      0,                      0,                      0,                 282.56,                      0,              0.0001948,              0.0001948,              0.0001948
                    247,                0.71006,                0.44234,                0.79249,                      0,                      0,                      0,                      0,                      0,                 281.44,                      0,              0.0001915,              0.0001915,              0.0001915
                    248,                0.71443,                0.45406,                0.79582,                      0,                      0,                      0,                      0,                      0,                 299.94,                      0,              0.0001882,              0.0001882,              0.0001882
                    249,                0.71295,                0.44821,                0.79341,                      0,                      0,                      0,                      0,                      0,                 319.38,                      0,              0.0001849,              0.0001849,              0.0001849
                    250,                0.70089,                0.44287,                0.80382,                      0,                      0,                      0,                      0,                      0,                 336.69,                      0,              0.0001816,              0.0001816,              0.0001816
                    251,                 0.7093,                0.45007,                0.79142,                      0,                      0,                      0,                      0,                      0,                 343.12,                      0,              0.0001783,              0.0001783,              0.0001783
                    252,                0.71155,                0.45345,                0.79899,                      0,                      0,                      0,                      0,                      0,                 330.38,                      0,               0.000175,               0.000175,               0.000175
                    253,                0.71462,                0.43853,                0.80115,                      0,                      0,                      0,                      0,                      0,                 317.44,                      0,              0.0001717,              0.0001717,              0.0001717
                    254,                0.71994,                0.44377,                0.79575,                      0,                      0,                      0,                      0,                      0,                 311.12,                      0,              0.0001684,              0.0001684,              0.0001684
                    255,                0.72528,                 0.4454,                0.79624,                      0,                      0,                      0,                      0,                      0,                 318.56,                      0,              0.0001651,              0.0001651,              0.0001651
                    256,                0.70585,                 0.4501,                0.79854,                      0,                      0,                      0,                      0,                      0,                 323.88,                      0,              0.0001618,              0.0001618,              0.0001618
                    257,                0.69842,                0.44949,                0.78976,                      0,                      0,                      0,                      0,                      0,                 339.06,                      0,              0.0001585,              0.0001585,              0.0001585
                    258,                0.71423,                0.43329,                 0.7969,                      0,                      0,                      0,                      0,                      0,                 345.38,                      0,              0.0001552,              0.0001552,              0.0001552
                    259,                0.70201,                0.42876,                0.80009,                      0,                      0,                      0,                      0,                      0,                 352.44,                      0,              0.0001519,              0.0001519,              0.0001519
                    260,                0.68624,                0.43387,                0.79204,                      0,                      0,                      0,                      0,                      0,                 358.12,                      0,              0.0001486,              0.0001486,              0.0001486
                    261,                 0.6977,                0.43023,                0.80284,                      0,                      0,                      0,                      0,                      0,                 350.94,                      0,              0.0001453,              0.0001453,              0.0001453
                    262,                0.68014,                0.42536,                0.80221,                      0,                      0,                      0,                      0,                      0,                 338.56,                      0,               0.000142,               0.000142,               0.000142
                    263,                0.68734,                0.42688,                0.79278,                      0,                      0,                      0,                      0,                      0,                 310.88,                      0,              0.0001387,              0.0001387,              0.0001387
                    264,                0.71708,                0.43422,                0.79116,                      0,                      0,                      0,                      0,                      0,                  306.5,                      0,              0.0001354,              0.0001354,              0.0001354
                    265,                0.70893,                0.44046,                 0.8005,                      0,                      0,                      0,                      0,                      0,                 306.75,                      0,              0.0001321,              0.0001321,              0.0001321
                    266,                0.70563,                  0.441,                0.79337,                      0,                      0,                      0,                      0,                      0,                 311.25,                      0,              0.0001288,              0.0001288,              0.0001288
                    267,                0.69622,                0.43569,                0.78786,                      0,                      0,                      0,                      0,                      0,                 315.12,                      0,              0.0001255,              0.0001255,              0.0001255
                    268,                0.67479,                0.42881,                 0.7962,                      0,                      0,                      0,                      0,                      0,                    316,                      0,              0.0001222,              0.0001222,              0.0001222
                    269,                0.67569,                0.42251,                 0.7938,                      0,                      0,                      0,                      0,                      0,                 320.75,                      0,              0.0001189,              0.0001189,              0.0001189
                    270,                0.67144,                0.42441,                0.79247,                      0,                      0,                      0,                      0,                      0,                 320.25,                      0,              0.0001156,              0.0001156,              0.0001156
                    271,                0.67956,                0.43524,                0.78615,                      0,                      0,                      0,                      0,                      0,                 319.75,                      0,              0.0001123,              0.0001123,              0.0001123
                    272,                0.71697,                0.43391,                0.79618,                      0,                      0,                      0,                      0,                      0,                 322.06,                      0,               0.000109,               0.000109,               0.000109
                    273,                0.70851,                0.43614,                0.80062,                      0,                      0,                      0,                      0,                      0,                 323.56,                      0,              0.0001057,              0.0001057,              0.0001057
                    274,                0.69412,                0.42629,                0.79756,                      0,                      0,                      0,                      0,                      0,                 329.62,                      0,              0.0001024,              0.0001024,              0.0001024
                    275,                0.68447,                 0.4225,                0.79516,                      0,                      0,                      0,                      0,                      0,                 337.62,                      0,               9.91e-05,               9.91e-05,               9.91e-05
                    276,                0.69072,                0.42305,                0.78526,                      0,                      0,                      0,                      0,                      0,                 334.94,                      0,               9.58e-05,               9.58e-05,               9.58e-05
                    277,                0.67722,                0.42904,                0.79181,                      0,                      0,                      0,                      0,                      0,                 330.56,                      0,               9.25e-05,               9.25e-05,               9.25e-05
                    278,                0.69626,                 0.4291,                0.80169,                      0,                      0,                      0,                      0,                      0,                    319,                      0,               8.92e-05,               8.92e-05,               8.92e-05
                    279,                0.66581,                0.42415,                0.79631,                      0,                      0,                      0,                      0,                      0,                 321.62,                      0,               8.59e-05,               8.59e-05,               8.59e-05
                    280,                 0.6959,                0.41024,                 0.7965,                      0,                      0,                      0,                      0,                      0,                 325.75,                      0,               8.26e-05,               8.26e-05,               8.26e-05
                    281,                0.68852,                0.41996,                0.79518,                      0,                      0,                      0,                      0,                      0,                 339.06,                      0,               7.93e-05,               7.93e-05,               7.93e-05
                    282,                0.66706,                0.40471,                  0.792,                      0,                      0,                      0,                      0,                      0,                    346,                      0,                7.6e-05,                7.6e-05,                7.6e-05
                    283,                0.69346,                0.41972,                0.79414,                      0,                      0,                      0,                      0,                      0,                 349.88,                      0,               7.27e-05,               7.27e-05,               7.27e-05
                    284,                0.67671,                0.42279,                0.80216,                      0,                      0,                      0,                      0,                      0,                 347.81,                      0,               6.94e-05,               6.94e-05,               6.94e-05
                    285,                0.67172,                0.41356,                0.79405,                      0,                      0,                      0,                      0,                      0,                 340.81,                      0,               6.61e-05,               6.61e-05,               6.61e-05
                    286,                0.63809,                0.39961,                0.78714,                      0,                      0,                      0,                      0,                      0,                 334.75,                      0,               6.28e-05,               6.28e-05,               6.28e-05
                    287,                0.66809,                0.41567,                0.79293,                      0,                      0,                      0,                      0,                      0,                 331.44,                      0,               5.95e-05,               5.95e-05,               5.95e-05
                    288,                0.69747,                0.43256,                0.78948,                      0,                      0,                      0,                      0,                      0,                 332.69,                      0,               5.62e-05,               5.62e-05,               5.62e-05
                    289,                0.67257,                0.41377,                0.79764,                      0,                      0,                      0,                      0,                      0,                 331.12,                      0,               5.29e-05,               5.29e-05,               5.29e-05
                    290,                 0.6795,                0.42375,                 0.8001,                      0,                      0,                      0,                      0,                      0,                 328.94,                      0,               4.96e-05,               4.96e-05,               4.96e-05
                    291,                0.65817,                0.44074,                0.79682,                      0,                      0,                      0,                      0,                      0,                 326.69,                      0,               4.63e-05,               4.63e-05,               4.63e-05
                    292,                0.65364,                0.43474,                0.79077,                      0,                      0,                      0,                      0,                      0,                 327.69,                      0,                4.3e-05,                4.3e-05,                4.3e-05
                    293,                0.65716,                0.43851,                0.79232,                      0,                      0,                      0,                      0,                      0,                 336.25,                      0,               3.97e-05,               3.97e-05,               3.97e-05
                    294,                0.65184,                0.42102,                0.78562,                      0,                      0,                      0,                      0,                      0,                 341.56,                      0,               3.64e-05,               3.64e-05,               3.64e-05
                    295,                 0.6439,                0.41349,                0.79244,                      0,                      0,                      0,                      0,                      0,                 345.94,                      0,               3.31e-05,               3.31e-05,               3.31e-05
                    296,                0.65259,                0.42476,                0.79675,                      0,                      0,                      0,                      0,                      0,                 347.62,                      0,               2.98e-05,               2.98e-05,               2.98e-05
                    297,                 0.6432,                0.41492,                0.78748,                      0,                      0,                      0,                      0,                      0,                  345.5,                      0,               2.65e-05,               2.65e-05,               2.65e-05
                    298,                0.66135,                0.43184,                0.79014,                      0,                      0,                      0,                      0,                      0,                  341.5,                      0,               2.32e-05,               2.32e-05,               2.32e-05
                    299,                0.65097,                0.41258,                0.79868,                      0,                      0,                      0,                      0,                      0,                 334.62,                      0,               1.99e-05,               1.99e-05,               1.99e-05
                    300,                 0.6379,                0.40353,                0.79759,                      0,                      0,                      0,                      0,                      0,                 331.19,                      0,               1.66e-05,               1.66e-05,               1.66e-05
